-------------------------------------------------------------------------------------------------------------------------------
|Ce. |Material          |Texto breve de material                 |UMB| Libre utilización| Stock en tránsito|         Bloqueado|
|F011|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F012|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F014|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F015|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F020|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F030|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F031|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F044|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F046|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F047|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F048|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F049|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F055|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F058|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F061|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F066|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F069|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F075|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F080|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F086|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|FA04|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|FA05|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|FB25|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|FB40|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|FB63|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|FB80|10133841          |ISOXEL 7500                             |L  |                0 |                0 |                0 |
|F001|10134657          |ISOPERVIA 7500                          |L  |                8 |                0 |                0 |
|F003|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F006|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F007|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F009|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F011|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F012|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F014|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F015|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F020|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F030|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F031|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F044|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F046|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F047|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F048|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F049|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F055|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F058|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F061|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F066|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F069|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F075|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F080|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F086|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|FA04|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|FA05|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|FB25|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|FB40|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|FB63|10134657          |ISOPERVIA 7500                          |L  |                0 |                0 |                0 |
|F001|10134706          |ISOLA ST-5                              |L  |          375,521 |                0 |                0 |
|F003|10134706          |ISOLA ST-5                              |L  |              600 |                0 |                0 |
|F006|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F007|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F009|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F011|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F012|10134706          |ISOLA ST-5                              |L  |          999,564 |                0 |                0 |
|F014|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F015|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F020|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F030|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F031|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F046|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F047|10134706          |ISOLA ST-5                              |L  |           17,866 |                0 |                0 |
|F048|10134706          |ISOLA ST-5                              |L  |            0,003 |                0 |                0 |
|F049|10134706          |ISOLA ST-5                              |L  |          303,540 |                0 |                0 |
|F055|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F058|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F061|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F066|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F069|10134706          |ISOLA ST-5                              |L  |          899,997 |                0 |                0 |
|F075|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F080|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F086|10134706          |ISOLA ST-5                              |L  |            7,935 |                0 |                0 |
|FB25|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|FB40|10134706          |ISOLA ST-5                              |L  |            0,058 |                0 |                0 |
|FB63|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|FB80|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|FB84|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|FB87|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|FB91|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|FB93|10134706          |ISOLA ST-5                              |L  |                0 |                0 |                0 |
|F001|10136958          |ISOSPHERE 5200                          |L  |          728,691 |                0 |                0 |
|F003|10136958          |ISOSPHERE 5200                          |L  |          197,759 |                0 |                0 |
|F006|10136958          |ISOSPHERE 5200                          |L  |          152,447 |                0 |                0 |
|F007|10136958          |ISOSPHERE 5200                          |L  |           94,404 |                0 |                0 |
|F009|10136958          |ISOSPHERE 5200                          |L  |          622,595 |                0 |                0 |
|F011|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F012|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F014|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F015|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F020|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F030|10136958          |ISOSPHERE 5200                          |L  |           36,660 |                0 |                0 |
|F031|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F046|10136958          |ISOSPHERE 5200                          |L  |           17,383 |                0 |                0 |
|F047|10136958          |ISOSPHERE 5200                          |L  |           26,581 |                0 |                0 |
|F048|10136958          |ISOSPHERE 5200                          |L  |            0,004 |                0 |                0 |
|F049|10136958          |ISOSPHERE 5200                          |L  |          321,853 |                0 |                0 |
|F055|10136958          |ISOSPHERE 5200                          |L  |          304,780 |                0 |                0 |
|F058|10136958          |ISOSPHERE 5200                          |L  |          113,880 |                0 |                0 |
|F061|10136958          |ISOSPHERE 5200                          |L  |           34,717 |                0 |                0 |
|F066|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F069|10136958          |ISOSPHERE 5200                          |L  |          659,838 |                0 |                0 |
|F075|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F080|10136958          |ISOSPHERE 5200                          |L  |            0,001 |                0 |                0 |
|F086|10136958          |ISOSPHERE 5200                          |L  |           31,603 |                0 |                0 |
|FA04|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|FB25|10136958          |ISOSPHERE 5200                          |L  |          163,736 |                0 |                0 |
|FB40|10136958          |ISOSPHERE 5200                          |L  |           22,253 |                0 |                0 |
|FB63|10136958          |ISOSPHERE 5200                          |L  |          260,959 |                0 |                0 |
|FB80|10136958          |ISOSPHERE 5200                          |L  |              560 |                0 |                0 |
|FB87|10136958          |ISOSPHERE 5200                          |L  |            0,450 |                0 |                0 |
|FB89|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|FB91|10136958          |ISOSPHERE 5200                          |L  |           10,974 |                0 |                0 |
|FB93|10136958          |ISOSPHERE 5200                          |L  |                0 |                0 |                0 |
|F001|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F003|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F006|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F007|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F009|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F011|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F012|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F014|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F015|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F020|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F030|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F031|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F044|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F046|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F047|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F048|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F049|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F055|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F058|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F061|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F066|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F069|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F075|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F080|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F086|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|FA04|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|FA05|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|FB25|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|FB40|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|FB63|10143979          |ISOINHIBIT 5400 CF                      |L  |                0 |                0 |                0 |
|F001|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F003|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F006|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F007|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F009|10149364          |ISORETARD 1500                          |L  |        1.545,912 |                0 |                0 |
|F011|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F012|10149364          |ISORETARD 1500                          |L  |        1.434,325 |                0 |                0 |
|F030|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F044|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F046|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F047|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F048|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F049|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F058|10149364          |ISORETARD 1500                          |L  |        1.317,593 |                0 |                0 |
|F069|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F075|10149364          |ISORETARD 1500                          |L  |        1.903,586 |                0 |                0 |
|F080|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F086|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|FB89|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|FB91|10149364          |ISORETARD 1500                          |L  |        1.134,408 |                0 |                0 |
|FB93|10149364          |ISORETARD 1500                          |L  |                0 |                0 |                0 |
|F001|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F003|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F006|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F007|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F009|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F011|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F012|10150459          |ISODENSE 4010                           |L  |              189 |                0 |                0 |
|F014|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F015|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F020|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F030|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F031|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F048|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F049|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F055|10150459          |ISODENSE 4010                           |L  |              128 |                0 |                0 |
|F058|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F061|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F066|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F069|10150459          |ISODENSE 4010                           |L  |              150 |                0 |                0 |
|F075|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F080|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F086|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|FA04|10150459          |ISODENSE 4010                           |L  |          248,070 |                0 |                0 |
|FB25|10150459          |ISODENSE 4010                           |L  |            0,005 |                0 |                0 |
|FB40|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|FB63|10150459          |ISODENSE 4010                           |L  |              100 |                0 |                0 |
|FB80|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|FB87|10150459          |ISODENSE 4010                           |L  |                0 |                0 |                0 |
|F003|10153182          |ISOXEL 7600                             |L  |                0 |                0 |                0 |
|F030|10153182          |ISOXEL 7600                             |L  |          900,743 |                0 |                0 |
|F044|10153182          |ISOXEL 7600                             |L  |        9.547,661 |                0 |                0 |
|F001|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F003|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F006|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F007|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F009|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F011|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F012|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F014|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F015|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F020|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F030|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F031|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F044|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F046|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F047|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F048|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F049|10157439          |ISOFLOW 9001                            |L  |            0,058 |                0 |                0 |
|F055|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F058|10157439          |ISOFLOW 9001                            |L  |            0,022 |                0 |                0 |
|F061|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F066|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F069|10157439          |ISOFLOW 9001                            |L  |            0,246 |                0 |                0 |
|F075|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F080|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F086|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|FA04|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|FA05|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|FB25|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|FB40|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|FB63|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|FB80|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|FB84|10157439          |ISOFLOW 9001                            |L  |                0 |                0 |                0 |
|F001|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F003|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F006|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F007|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F009|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F011|10189094          |ISOFUGE 5190                            |L  |            7,123 |                0 |                0 |
|F012|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F014|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F015|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F020|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F030|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F031|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F044|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F048|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F049|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F055|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F058|10189094          |ISOFUGE 5190                            |L  |            5,810 |                0 |                0 |
|F061|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F066|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F069|10189094          |ISOFUGE 5190                            |L  |              400 |                0 |                0 |
|F075|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F080|10189094          |ISOFUGE 5190                            |L  |            3,135 |                0 |                0 |
|F086|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|FA04|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|FB25|10189094          |ISOFUGE 5190                            |L  |            1,900 |                0 |                0 |
|FB40|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|FB80|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|FB84|10189094          |ISOFUGE 5190                            |L  |                0 |                0 |                0 |
|F001|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F003|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F006|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F007|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F009|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F011|10193186          |ISODENSE 250C                           |L  |        2.494,326 |                0 |                0 |
|F012|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F014|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F015|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F020|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F030|10193186          |ISODENSE 250C                           |L  |          518,309 |                0 |                0 |
|F031|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F049|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F055|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F058|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F061|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F066|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F069|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F086|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|FA04|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|FA05|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|FB25|10193186          |ISODENSE 250C                           |L  |        2.048,125 |                0 |                0 |
|FB40|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|FB80|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|FB84|10193186          |ISODENSE 250C                           |L  |                0 |                0 |                0 |
|F001|10194871          |ISOFIBER 2000                           |KG |               69 |                0 |                0 |
|F003|10194871          |ISOFIBER 2000                           |KG |          130,500 |                0 |                0 |
|F006|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F007|10194871          |ISOFIBER 2000                           |KG |              120 |                0 |                0 |
|F009|10194871          |ISOFIBER 2000                           |KG |           25,250 |                0 |                0 |
|F011|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F020|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F030|10194871          |ISOFIBER 2000                           |KG |          700,500 |                0 |                0 |
|F044|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F046|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F047|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F048|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F049|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F055|10194871          |ISOFIBER 2000                           |KG |          981,248 |                0 |                0 |
|F058|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F069|10194871          |ISOFIBER 2000                           |KG |              406 |                0 |                0 |
|F080|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F086|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|FB25|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|FB40|10194871          |ISOFIBER 2000                           |KG |          133,500 |                0 |                0 |
|FB63|10194871          |ISOFIBER 2000                           |KG |              554 |                0 |                0 |
|FB84|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|FB89|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|FB91|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|FB93|10194871          |ISOFIBER 2000                           |KG |                0 |                0 |                0 |
|F015|10216229          |ISOFLOW 8902                            |L  |        3.801,504 |                0 |                0 |
|F066|10216229          |ISOFLOW 8902                            |L  |        5.007,081 |                0 |                0 |
|F001|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F003|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F006|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F007|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F030|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F044|10216290          |ISOFLOW 8000                            |L  |        9.183,842 |                0 |                0 |
|F048|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F058|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F069|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F080|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F086|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|FB84|10216290          |ISOFLOW 8000                            |L  |                0 |                0 |                0 |
|F044|10233709          |ISOFLOW 7630                            |L  |        1.321,229 |                0 |                0 |
|F001|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F003|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F006|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F007|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F009|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F011|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |              127 |                0 |                0 |
|F012|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |           45,362 |                0 |                0 |
|F014|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F015|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F020|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F030|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F031|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F044|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F046|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F047|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F048|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F049|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |            0,001 |                0 |                0 |
|F055|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F058|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
